,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue
4747,560590,22637,PIGGY BANK RETROSPOT ,8,19-07-2011 15:55,2.55,12560,Germany,20.4
4748,560590,22962,JAM JAR WITH PINK LID,12,19-07-2011 15:55,0.85,12560,Germany,10.2
4749,560590,22963,JAM JAR WITH GREEN LID,12,19-07-2011 15:55,0.85,12560,Germany,10.2
4750,560635,22350,ILLUSTRATED CAT BOWL ,6,20-07-2011 10:51,2.55,12521,Germany,15.3
4751,560635,21534,DAIRY MAID LARGE MILK JUG,3,20-07-2011 10:51,4.95,12521,Germany,14.85
4752,560635,21533,RETROSPOT LARGE MILK JUG,3,20-07-2011 10:51,4.95,12521,Germany,14.85
4753,560635,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,20-07-2011 10:51,1.25,12521,Germany,15.0
4754,560635,23213,STAR WREATH DECORATION WITH BELL,12,20-07-2011 10:51,1.25,12521,Germany,15.0
4755,560635,23212,HEART WREATH DECORATION WITH BELL,12,20-07-2011 10:51,1.25,12521,Germany,15.0
4756,560635,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,20-07-2011 10:51,7.9,12521,Germany,15.8
4757,560635,23027,DRAWER KNOB VINTAGE GLASS HEXAGON,6,20-07-2011 10:51,2.08,12521,Germany,12.48
4758,560635,23025,DRAWER KNOB VINTAGE GLASS BALL,6,20-07-2011 10:51,2.08,12521,Germany,12.48
4759,560635,23028,DRAWER KNOB CRACKLE GLAZE BLUE,6,20-07-2011 10:51,1.65,12521,Germany,9.9
4760,560635,23026,DRAWER KNOB VINTAGE GLASS STAR,6,20-07-2011 10:51,2.08,12521,Germany,12.48
4761,560635,23029,DRAWER KNOB CRACKLE GLAZE GREEN,6,20-07-2011 10:51,1.65,12521,Germany,9.9
4762,560635,23031,DRAWER KNOB CRACKLE GLAZE PINK,6,20-07-2011 10:51,1.65,12521,Germany,9.9
4763,560635,23035,DRAWER KNOB CERAMIC IVORY,6,20-07-2011 10:51,1.45,12521,Germany,8.7
4764,560635,23033,DRAWER KNOB CERAMIC RED,6,20-07-2011 10:51,1.45,12521,Germany,8.7
4765,560635,23196,RETRO LEAVES MAGNETIC NOTEPAD,12,20-07-2011 10:51,1.45,12521,Germany,17.4
4766,560635,23263,SET OF 3 WOODEN HEART DECORATIONS,12,20-07-2011 10:51,1.25,12521,Germany,15.0
4767,560635,23268,SET OF 2 CERAMIC CHRISTMAS REINDEER,12,20-07-2011 10:51,1.45,12521,Germany,17.4
4768,560635,23286,BLUE VINTAGE SPOT BEAKER,8,20-07-2011 10:51,0.85,12521,Germany,6.8
4769,560635,23287,RED VINTAGE SPOT BEAKER,8,20-07-2011 10:51,0.85,12521,Germany,6.8
4770,560635,20712,JUMBO BAG WOODLAND ANIMALS,10,20-07-2011 10:51,2.08,12521,Germany,20.8
4771,560635,21931,JUMBO STORAGE BAG SUKI,10,20-07-2011 10:51,2.08,12521,Germany,20.8
4772,560635,23199,JUMBO BAG APPLES,20,20-07-2011 10:51,2.08,12521,Germany,41.6
4773,560635,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,10,20-07-2011 10:51,2.08,12521,Germany,20.8
4774,560635,23201,JUMBO BAG ALPHABET,10,20-07-2011 10:51,2.08,12521,Germany,20.8
4775,560635,23202,JUMBO BAG VINTAGE LEAF,10,20-07-2011 10:51,2.08,12521,Germany,20.8
4776,560635,20719,WOODLAND CHARLOTTE BAG,10,20-07-2011 10:51,0.85,12521,Germany,8.5
4777,560635,20749,ASSORTED COLOUR MINI CASES,2,20-07-2011 10:51,7.95,12521,Germany,15.9
4778,560635,21668,RED STRIPE CERAMIC DRAWER KNOB,12,20-07-2011 10:51,1.25,12521,Germany,15.0
4779,560635,20707,CRAZY DAISY HEART DECORATION,12,20-07-2011 10:51,1.25,12521,Germany,15.0
4780,560635,22914,BLUE COAT RACK PARIS FASHION,3,20-07-2011 10:51,4.95,12521,Germany,14.85
4781,560635,84050,PINK HEART SHAPE EGG FRYING PAN,6,20-07-2011 10:51,1.65,12521,Germany,9.9
4782,560635,22897,OVEN MITT APPLES DESIGN,10,20-07-2011 10:51,1.45,12521,Germany,14.5
4783,560635,22839,3 TIER CAKE TIN GREEN AND CREAM,1,20-07-2011 10:51,14.95,12521,Germany,14.95
4784,560635,22134,MINI LADLE LOVE HEART RED ,12,20-07-2011 10:51,0.42,12521,Germany,5.04
4785,560635,22196,SMALL HEART MEASURING SPOONS,12,20-07-2011 10:51,0.85,12521,Germany,10.2
4786,560635,22349,DOG BOWL CHASING BALL DESIGN,6,20-07-2011 10:51,3.75,12521,Germany,22.5
4787,560635,POST,POSTAGE,3,20-07-2011 10:51,18.0,12521,Germany,54.0
4788,560728,22555,PLASTERS IN TIN STRONGMAN,12,20-07-2011 14:38,1.65,12520,Germany,19.8
4789,560728,85032A,ROMANTIC IMAGES GIFT WRAP SET,12,20-07-2011 14:38,0.65,12520,Germany,7.8
4790,560728,85032B,BLOSSOM IMAGES GIFT WRAP SET,12,20-07-2011 14:38,0.65,12520,Germany,7.8
4791,560728,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,20-07-2011 14:38,5.45,12520,Germany,16.35
4792,560728,22423,REGENCY CAKESTAND 3 TIER,3,20-07-2011 14:38,12.75,12520,Germany,38.25
4793,560728,22378,WALL TIDY RETROSPOT ,5,20-07-2011 14:38,2.1,12520,Germany,10.5
4794,560728,23298,SPOTTY BUNTING,3,20-07-2011 14:38,4.95,12520,Germany,14.85
4795,560728,22669,RED BABY BUNTING ,5,20-07-2011 14:38,2.95,12520,Germany,14.75
4796,560728,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,20-07-2011 14:38,2.95,12520,Germany,35.4
4797,560728,21452,TOADSTOOL MONEY BOX,6,20-07-2011 14:38,2.95,12520,Germany,17.7
4798,560728,23028,DRAWER KNOB CRACKLE GLAZE BLUE,12,20-07-2011 14:38,1.65,12520,Germany,19.8
4799,560728,23029,DRAWER KNOB CRACKLE GLAZE GREEN,12,20-07-2011 14:38,1.65,12520,Germany,19.8
4800,560728,23031,DRAWER KNOB CRACKLE GLAZE PINK,12,20-07-2011 14:38,1.65,12520,Germany,19.8
4801,560728,22028,PENNY FARTHING BIRTHDAY CARD,12,20-07-2011 14:38,0.42,12520,Germany,5.04
4802,560728,23245,SET OF 3 REGENCY CAKE TINS,4,20-07-2011 14:38,4.95,12520,Germany,19.8
4803,560728,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,20-07-2011 14:38,1.25,12520,Germany,15.0
4804,560728,21671,RED SPOT CERAMIC DRAWER KNOB,12,20-07-2011 14:38,1.25,12520,Germany,15.0
4805,560728,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,20-07-2011 14:38,4.95,12520,Germany,14.85
4806,560728,POST,POSTAGE,2,20-07-2011 14:38,18.0,12520,Germany,36.0
4807,560876,23200,JUMBO BAG PEARS,20,21-07-2011 15:14,2.08,12626,Germany,41.6
4808,560876,23199,JUMBO BAG APPLES,20,21-07-2011 15:14,2.08,12626,Germany,41.6
4809,560876,22302,COFFEE MUG PEARS  DESIGN,36,21-07-2011 15:14,2.1,12626,Germany,75.6
4810,560876,22303,COFFEE MUG APPLES DESIGN,36,21-07-2011 15:14,2.1,12626,Germany,75.6
4811,560876,23206,LUNCH BAG APPLE DESIGN,10,21-07-2011 15:14,1.65,12626,Germany,16.5
4812,560876,22895,SET OF 2 TEA TOWELS APPLE AND PEARS,18,21-07-2011 15:14,3.25,12626,Germany,58.5
4813,560876,23229,VINTAGE DONKEY TAIL GAME ,6,21-07-2011 15:14,3.75,12626,Germany,22.5
4814,560876,22629,SPACEBOY LUNCH BOX ,12,21-07-2011 15:14,1.95,12626,Germany,23.4
4815,560876,22634,CHILDS BREAKFAST SET SPACEBOY ,16,21-07-2011 15:14,8.5,12626,Germany,136.0
4816,560876,22382,LUNCH BAG SPACEBOY DESIGN ,10,21-07-2011 15:14,1.65,12626,Germany,16.5
4817,560876,22385,JUMBO BAG SPACEBOY DESIGN,10,21-07-2011 15:14,2.08,12626,Germany,20.8
4818,560876,21249,WOODLAND  HEIGHT CHART STICKERS ,6,21-07-2011 15:14,2.95,12626,Germany,17.7
4819,560876,20977,36 PENCILS TUBE WOODLAND,32,21-07-2011 15:14,1.25,12626,Germany,40.0
4820,560876,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,48,21-07-2011 15:14,2.55,12626,Germany,122.4
4821,560876,22549,PICTURE DOMINOES,12,21-07-2011 15:14,1.45,12626,Germany,17.4
4822,560876,22620,4 TRADITIONAL SPINNING TOPS,12,21-07-2011 15:14,1.45,12626,Germany,17.4
4823,560876,22619,SET OF 6 SOLDIER SKITTLES,12,21-07-2011 15:14,3.75,12626,Germany,45.0
4824,560876,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,12,21-07-2011 15:14,0.85,12626,Germany,10.2
4825,560876,22580,ADVENT CALENDAR GINGHAM SACK,12,21-07-2011 15:14,5.95,12626,Germany,71.4
4826,560876,22042,CHRISTMAS CARD SINGING ANGEL,12,21-07-2011 15:14,0.42,12626,Germany,5.04
4827,560876,22818,CARD CHRISTMAS VILLAGE,12,21-07-2011 15:14,0.42,12626,Germany,5.04
4828,560876,22816,CARD MOTORBIKE SANTA,12,21-07-2011 15:14,0.42,12626,Germany,5.04
4829,560876,22044,CHRISTMAS CARD STACK OF PRESENTS,12,21-07-2011 15:14,0.42,12626,Germany,5.04
4830,560876,22025,RING OF ROSES BIRTHDAY CARD,12,21-07-2011 15:14,0.42,12626,Germany,5.04
4831,560876,22037,ROBOT BIRTHDAY CARD,12,21-07-2011 15:14,0.42,12626,Germany,5.04
4832,560876,22029,SPACEBOY BIRTHDAY CARD,12,21-07-2011 15:14,0.42,12626,Germany,5.04
4833,560876,22027,TEA PARTY BIRTHDAY CARD,12,21-07-2011 15:14,0.42,12626,Germany,5.04
4834,560876,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,12,21-07-2011 15:14,0.42,12626,Germany,5.04
4835,560876,21788,KIDS RAIN MAC BLUE,24,21-07-2011 15:14,0.85,12626,Germany,20.4
4836,560876,15060B,FAIRY CAKE DESIGN UMBRELLA,4,21-07-2011 15:14,3.75,12626,Germany,15.0
4837,560876,85014B,RED RETROSPOT UMBRELLA,6,21-07-2011 15:14,5.95,12626,Germany,35.7
4838,560876,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,21-07-2011 15:14,3.25,12626,Germany,19.5
4839,560876,85227,SET OF 6 3D KIT CARDS FOR KIDS,12,21-07-2011 15:14,0.85,12626,Germany,10.2
4840,560876,22550,HOLIDAY FUN LUDO,4,21-07-2011 15:14,3.75,12626,Germany,15.0
4841,560876,22558,CLOTHES PEGS RETROSPOT PACK 24 ,12,21-07-2011 15:14,1.65,12626,Germany,19.8
4842,560876,POST,POSTAGE,6,21-07-2011 15:14,18.0,12626,Germany,108.0
4843,560901,23013,GLASS APOTHECARY BOTTLE TONIC,4,21-07-2011 17:39,3.95,12476,Germany,15.8
4844,560901,23014,GLASS APOTHECARY BOTTLE ELIXIR,4,21-07-2011 17:39,3.95,12476,Germany,15.8
4845,560901,23012,GLASS APOTHECARY BOTTLE PERFUME,4,21-07-2011 17:39,3.95,12476,Germany,15.8
4846,560901,23020,GLASS  SONGBIRD STORAGE JAR,1,21-07-2011 17:39,12.5,12476,Germany,12.5
4847,560901,23092,LARGE ANTIQUE WHITE PHOTO FRAME,2,21-07-2011 17:39,7.9,12476,Germany,15.8
4848,560901,23245,SET OF 3 REGENCY CAKE TINS,4,21-07-2011 17:39,4.95,12476,Germany,19.8
4849,560901,23317,BLUE REFECTORY CLOCK ,2,21-07-2011 17:39,9.95,12476,Germany,19.9
4850,560901,23073,GEORGIAN TRINKET BOX,1,21-07-2011 17:39,12.5,12476,Germany,12.5
4851,560901,22971,QUEENS GUARD COFFEE MUG,6,21-07-2011 17:39,2.55,12476,Germany,15.3
4852,560901,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,12,21-07-2011 17:39,1.65,12476,Germany,19.8
4853,560901,84663A,GRASS HOPPER WOODEN WALL CLOCK ,10,21-07-2011 17:39,0.79,12476,Germany,7.9
4854,560901,84976,RECTANGULAR SHAPED MIRROR,12,21-07-2011 17:39,0.79,12476,Germany,9.48
4855,560901,85054,FRENCH ENAMEL POT W LID,6,21-07-2011 17:39,2.95,12476,Germany,17.7
4856,560901,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,8,21-07-2011 17:39,2.1,12476,Germany,16.8
4857,560901,22429,ENAMEL MEASURING JUG CREAM,4,21-07-2011 17:39,4.25,12476,Germany,17.0
4858,560901,22798,ANTIQUE GLASS DRESSING TABLE POT,8,21-07-2011 17:39,2.95,12476,Germany,23.6
4859,560901,22801,ANTIQUE GLASS PEDESTAL BOWL,8,21-07-2011 17:39,3.75,12476,Germany,30.0
4860,560901,22110,BIRD HOUSE HOT WATER BOTTLE,6,21-07-2011 17:39,2.55,12476,Germany,15.3
4861,560901,21484,CHICK GREY HOT WATER BOTTLE,4,21-07-2011 17:39,3.45,12476,Germany,13.8
4862,560901,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,24,21-07-2011 17:39,0.42,12476,Germany,10.08
4863,560901,21507,"ELEPHANT, BIRTHDAY CARD, ",24,21-07-2011 17:39,0.42,12476,Germany,10.08
4864,560901,22037,ROBOT BIRTHDAY CARD,24,21-07-2011 17:39,0.42,12476,Germany,10.08
4865,560901,22077,6 RIBBONS RUSTIC CHARM,12,21-07-2011 17:39,1.65,12476,Germany,19.8
4866,560901,21116,OWL DOORSTOP,3,21-07-2011 17:39,4.95,12476,Germany,14.85
4867,560901,22423,REGENCY CAKESTAND 3 TIER,6,21-07-2011 17:39,12.75,12476,Germany,76.5
4868,560901,22627,MINT KITCHEN SCALES,2,21-07-2011 17:39,8.5,12476,Germany,17.0
4869,560901,22624,IVORY KITCHEN SCALES,2,21-07-2011 17:39,8.5,12476,Germany,17.0
4870,560901,21990,MODERN FLORAL STATIONERY SET,24,21-07-2011 17:39,1.25,12476,Germany,30.0
4871,560901,21993,FLORAL FOLK STATIONERY SET,48,21-07-2011 17:39,1.25,12476,Germany,60.0
4872,560901,84944,SET OF 6 KASHMIR FOLKART BAUBLES,12,21-07-2011 17:39,1.65,12476,Germany,19.8
4873,560901,23203,JUMBO BAG DOILEY PATTERNS,10,21-07-2011 17:39,2.08,12476,Germany,20.8
4874,560901,POST,POSTAGE,7,21-07-2011 17:39,18.0,12476,Germany,126.0
4875,560997,23288,GREEN VINTAGE SPOT BEAKER,8,22-07-2011 13:59,0.85,12627,Germany,6.8
4876,560997,21843,RED RETROSPOT CAKE STAND,1,22-07-2011 13:59,10.95,12627,Germany,10.95
4877,560997,22423,REGENCY CAKESTAND 3 TIER,1,22-07-2011 13:59,12.75,12627,Germany,12.75
4878,560997,23256,CHILDRENS CUTLERY SPACEBOY ,4,22-07-2011 13:59,4.15,12627,Germany,16.6
4879,560997,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,22-07-2011 13:59,4.15,12627,Germany,16.6
4880,560997,84828,JUNGLE POPSICLES ICE LOLLY MOULDS,12,22-07-2011 13:59,1.25,12627,Germany,15.0
4881,560997,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,22-07-2011 13:59,4.95,12627,Germany,14.85
4882,560997,23245,SET OF 3 REGENCY CAKE TINS,4,22-07-2011 13:59,4.95,12627,Germany,19.8
4883,560997,20725,LUNCH BAG RED RETROSPOT,20,22-07-2011 13:59,1.65,12627,Germany,33.0
4884,560997,20728,LUNCH BAG CARS BLUE,20,22-07-2011 13:59,1.65,12627,Germany,33.0
4885,560997,20726,LUNCH BAG WOODLAND,20,22-07-2011 13:59,1.65,12627,Germany,33.0
4886,560997,20727,LUNCH BAG  BLACK SKULL.,20,22-07-2011 13:59,1.65,12627,Germany,33.0
4887,560997,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,6,22-07-2011 13:59,2.95,12627,Germany,17.7
4888,560997,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,22-07-2011 13:59,2.55,12627,Germany,15.3
4889,560997,21558,SKULL LUNCH BOX WITH CUTLERY ,6,22-07-2011 13:59,2.55,12627,Germany,15.3
4890,560997,22327,ROUND SNACK BOXES SET OF 4 SKULLS,6,22-07-2011 13:59,2.95,12627,Germany,17.7
4891,560997,22382,LUNCH BAG SPACEBOY DESIGN ,20,22-07-2011 13:59,1.65,12627,Germany,33.0
4892,560997,22384,LUNCH BAG PINK POLKADOT,20,22-07-2011 13:59,1.65,12627,Germany,33.0
4893,560997,22629,SPACEBOY LUNCH BOX ,12,22-07-2011 13:59,1.95,12627,Germany,23.4
4894,560997,23298,SPOTTY BUNTING,3,22-07-2011 13:59,4.95,12627,Germany,14.85
4895,560997,22325,MOBILE VINTAGE HEARTS ,3,22-07-2011 13:59,4.95,12627,Germany,14.85
4896,560997,22320,BIRDS MOBILE VINTAGE DESIGN,3,22-07-2011 13:59,5.95,12627,Germany,17.85
4897,560997,22962,JAM JAR WITH PINK LID,12,22-07-2011 13:59,0.85,12627,Germany,10.2
4898,560997,20685,DOORMAT RED RETROSPOT,2,22-07-2011 13:59,7.95,12627,Germany,15.9
4899,560997,22650,CERAMIC PIRATE CHEST MONEY BANK,12,22-07-2011 13:59,1.45,12627,Germany,17.4
4900,560997,22551,PLASTERS IN TIN SPACEBOY,12,22-07-2011 13:59,1.65,12627,Germany,19.8
4901,560997,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,22-07-2011 13:59,1.65,12627,Germany,19.8
4902,560997,21981,PACK OF 12 WOODLAND TISSUES ,24,22-07-2011 13:59,0.29,12627,Germany,6.96
4903,560997,21967,PACK OF 12 SKULL TISSUES,24,22-07-2011 13:59,0.29,12627,Germany,6.96
4904,560997,22507,MEMO BOARD RETROSPOT  DESIGN,8,22-07-2011 13:59,4.95,12627,Germany,39.6
4905,560997,11001,ASSTD DESIGN RACING CAR PEN,16,22-07-2011 13:59,1.69,12627,Germany,27.04
4906,560997,21679,SKULLS  STICKERS,12,22-07-2011 13:59,0.85,12627,Germany,10.2
4907,560997,21680,WOODLAND  STICKERS,12,22-07-2011 13:59,0.85,12627,Germany,10.2
4908,560997,22561,WOODEN SCHOOL COLOURING SET,12,22-07-2011 13:59,1.65,12627,Germany,19.8
4909,560997,21829,DINOSAUR KEYRINGS ASSORTED,36,22-07-2011 13:59,0.21,12627,Germany,7.56
4910,560997,85136C,RED SHARK HELICOPTER,2,22-07-2011 13:59,7.95,12627,Germany,15.9
4911,560997,21239,PINK  POLKADOT CUP,8,22-07-2011 13:59,0.85,12627,Germany,6.8
4912,560997,21238,RED RETROSPOT CUP,8,22-07-2011 13:59,0.85,12627,Germany,6.8
4913,560997,21240,BLUE POLKADOT CUP,8,22-07-2011 13:59,0.85,12627,Germany,6.8
4914,560997,POST,POSTAGE,4,22-07-2011 13:59,18.0,12627,Germany,72.0
4915,561037,23250,VINTAGE RED TRIM ENAMEL BOWL ,12,24-07-2011 11:55,1.25,12472,Germany,15.0
4916,561037,23249,VINTAGE RED ENAMEL TRIM PLATE,12,24-07-2011 11:55,1.65,12472,Germany,19.8
4917,561037,23252,VINTAGE RED ENAMEL TRIM JUG ,4,24-07-2011 11:55,3.75,12472,Germany,15.0
4918,561037,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,24-07-2011 11:55,2.55,12472,Germany,15.3
4919,561037,22423,REGENCY CAKESTAND 3 TIER,2,24-07-2011 11:55,12.75,12472,Germany,25.5
4920,561037,21238,RED RETROSPOT CUP,8,24-07-2011 11:55,0.85,12472,Germany,6.8
4921,561037,21240,BLUE POLKADOT CUP,8,24-07-2011 11:55,0.85,12472,Germany,6.8
4922,561037,23236,DOILEY STORAGE TIN,6,24-07-2011 11:55,2.89,12472,Germany,17.34
4923,561037,23240,SET OF 4 KNICK KNACK TINS DOILEY ,6,24-07-2011 11:55,4.15,12472,Germany,24.9
4924,561037,21914,BLUE HARMONICA IN BOX ,12,24-07-2011 11:55,1.25,12472,Germany,15.0
4925,561037,21915,RED  HARMONICA IN BOX ,12,24-07-2011 11:55,1.25,12472,Germany,15.0
4926,561037,22355,CHARLOTTE BAG SUKI DESIGN,10,24-07-2011 11:55,0.85,12472,Germany,8.5
4927,561037,20723,STRAWBERRY CHARLOTTE BAG,10,24-07-2011 11:55,0.85,12472,Germany,8.5
4928,561037,20724,RED RETROSPOT CHARLOTTE BAG,10,24-07-2011 11:55,0.85,12472,Germany,8.5
4929,561037,23254,CHILDRENS CUTLERY DOLLY GIRL ,4,24-07-2011 11:55,4.15,12472,Germany,16.6
4930,561037,23286,BLUE VINTAGE SPOT BEAKER,8,24-07-2011 11:55,0.85,12472,Germany,6.8
4931,561037,23287,RED VINTAGE SPOT BEAKER,8,24-07-2011 11:55,0.85,12472,Germany,6.8
4932,561037,23285,PINK VINTAGE SPOT BEAKER,8,24-07-2011 11:55,0.85,12472,Germany,6.8
4933,561037,23288,GREEN VINTAGE SPOT BEAKER,8,24-07-2011 11:55,0.85,12472,Germany,6.8
4934,561037,23290,SPACEBOY CHILDRENS BOWL,16,24-07-2011 11:55,1.25,12472,Germany,20.0
4935,561037,23292,SPACEBOY CHILDRENS CUP,16,24-07-2011 11:55,1.25,12472,Germany,20.0
4936,561037,23545,WRAP RED DOILEY,25,24-07-2011 11:55,0.42,12472,Germany,10.5
4937,561037,23547,WRAP FLOWER SHOP  ,25,24-07-2011 11:55,0.42,12472,Germany,10.5
4938,561037,23549,WRAP BIRD GARDEN ,25,24-07-2011 11:55,0.42,12472,Germany,10.5
4939,561037,23548,WRAP MAGIC FOREST ,25,24-07-2011 11:55,0.42,12472,Germany,10.5
4940,561037,23550,WRAP ALPHABET POSTER  ,25,24-07-2011 11:55,0.42,12472,Germany,10.5
4941,561037,22629,SPACEBOY LUNCH BOX ,12,24-07-2011 11:55,1.95,12472,Germany,23.4
4942,561037,22551,PLASTERS IN TIN SPACEBOY,12,24-07-2011 11:55,1.65,12472,Germany,19.8
4943,561037,23256,CHILDRENS CUTLERY SPACEBOY ,4,24-07-2011 11:55,4.15,12472,Germany,16.6
4944,561037,20719,WOODLAND CHARLOTTE BAG,10,24-07-2011 11:55,0.85,12472,Germany,8.5
4945,561037,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,12,24-07-2011 11:55,2.95,12472,Germany,35.4
4946,561037,21731,RED TOADSTOOL LED NIGHT LIGHT,12,24-07-2011 11:55,1.65,12472,Germany,19.8
4947,561037,22037,ROBOT BIRTHDAY CARD,12,24-07-2011 11:55,0.42,12472,Germany,5.04
4948,561037,22716,CARD CIRCUS PARADE,12,24-07-2011 11:55,0.42,12472,Germany,5.04
4949,561037,22029,SPACEBOY BIRTHDAY CARD,12,24-07-2011 11:55,0.42,12472,Germany,5.04
4950,561037,22815,CARD PSYCHEDELIC APPLES,12,24-07-2011 11:55,0.42,12472,Germany,5.04
4951,561037,22077,6 RIBBONS RUSTIC CHARM,12,24-07-2011 11:55,1.65,12472,Germany,19.8
4952,561037,23034,DRAWER KNOB CERAMIC BLACK,6,24-07-2011 11:55,1.45,12472,Germany,8.7
4953,561037,23035,DRAWER KNOB CERAMIC IVORY,6,24-07-2011 11:55,1.45,12472,Germany,8.7
4954,561037,23033,DRAWER KNOB CERAMIC RED,6,24-07-2011 11:55,1.45,12472,Germany,8.7
4955,561037,22467,GUMBALL COAT RACK,6,24-07-2011 11:55,2.55,12472,Germany,15.3
4956,561037,23251,VINTAGE RED ENAMEL TRIM MUG ,12,24-07-2011 11:55,1.25,12472,Germany,15.0
4957,561037,POST,POSTAGE,3,24-07-2011 11:55,18.0,12472,Germany,54.0
4958,561094,22150,3 STRIPEY MICE FELTCRAFT,6,25-07-2011 10:04,1.95,12474,Germany,11.7
4959,561094,22551,PLASTERS IN TIN SPACEBOY,12,25-07-2011 10:04,1.65,12474,Germany,19.8
4960,561094,22554,PLASTERS IN TIN WOODLAND ANIMALS,12,25-07-2011 10:04,1.65,12474,Germany,19.8
4961,561094,22555,PLASTERS IN TIN STRONGMAN,12,25-07-2011 10:04,1.65,12474,Germany,19.8
4962,561094,21058,PARTY INVITES WOODLAND,12,25-07-2011 10:04,0.85,12474,Germany,10.2
4963,561094,21680,WOODLAND  STICKERS,12,25-07-2011 10:04,0.85,12474,Germany,10.2
4964,561094,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,25-07-2011 10:04,1.25,12474,Germany,15.0
4965,561094,22422,TOOTHPASTE TUBE PEN,12,25-07-2011 10:04,0.65,12474,Germany,7.8
4966,561094,21746,SMALL RED RETROSPOT WINDMILL,12,25-07-2011 10:04,1.25,12474,Germany,15.0
4967,561094,22622,BOX OF VINTAGE ALPHABET BLOCKS,2,25-07-2011 10:04,11.95,12474,Germany,23.9
4968,561094,22037,ROBOT BIRTHDAY CARD,12,25-07-2011 10:04,0.42,12474,Germany,5.04
4969,561094,23292,SPACEBOY CHILDRENS CUP,8,25-07-2011 10:04,1.25,12474,Germany,10.0
4970,561094,23290,SPACEBOY CHILDRENS BOWL,8,25-07-2011 10:04,1.25,12474,Germany,10.0
4971,561094,22303,COFFEE MUG APPLES DESIGN,6,25-07-2011 10:04,2.55,12474,Germany,15.3
4972,561094,23199,JUMBO BAG APPLES,10,25-07-2011 10:04,2.08,12474,Germany,20.8
4973,561094,20719,WOODLAND CHARLOTTE BAG,10,25-07-2011 10:04,0.85,12474,Germany,8.5
4974,561094,21062,PARTY INVITES SPACEMAN,12,25-07-2011 10:04,0.85,12474,Germany,10.2
4975,561094,16156L,WRAP CAROUSEL,25,25-07-2011 10:04,0.42,12474,Germany,10.5
4976,561094,21503,TOYBOX  WRAP ,25,25-07-2011 10:04,0.42,12474,Germany,10.5
4977,561094,22046,TEA PARTY  WRAPPING PAPER ,25,25-07-2011 10:04,0.42,12474,Germany,10.5
4978,561094,22707,WRAP MONSTER FUN ,25,25-07-2011 10:04,0.42,12474,Germany,10.5
4979,561094,23545,WRAP RED DOILEY,25,25-07-2011 10:04,0.42,12474,Germany,10.5
4980,561094,23549,WRAP BIRD GARDEN ,25,25-07-2011 10:04,0.42,12474,Germany,10.5
4981,561094,21205,MULTICOLOUR 3D BALLS GARLAND,6,25-07-2011 10:04,2.55,12474,Germany,15.3
4982,561094,84997B,CHILDRENS CUTLERY RETROSPOT RED ,4,25-07-2011 10:04,4.15,12474,Germany,16.6
4983,561094,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,25-07-2011 10:04,2.95,12474,Germany,17.7
4984,561094,23076,ICE CREAM SUNDAE LIP GLOSS,24,25-07-2011 10:04,1.25,12474,Germany,30.0
4985,561094,21915,RED  HARMONICA IN BOX ,12,25-07-2011 10:04,1.25,12474,Germany,15.0
4986,561094,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,25-07-2011 10:04,2.55,12474,Germany,15.3
4987,561094,22090,PAPER BUNTING RETROSPOT,6,25-07-2011 10:04,2.95,12474,Germany,17.7
4988,561094,22467,GUMBALL COAT RACK,12,25-07-2011 10:04,2.55,12474,Germany,30.6
4989,561094,22629,SPACEBOY LUNCH BOX ,12,25-07-2011 10:04,1.95,12474,Germany,23.4
4990,561094,POST,POSTAGE,2,25-07-2011 10:04,18.0,12474,Germany,36.0
4991,561194,22417,PACK OF 60 SPACEBOY CAKE CASES,24,25-07-2011 13:54,0.55,13814,Germany,13.2
4992,561194,22951,60 CAKE CASES DOLLY GIRL DESIGN,24,25-07-2011 13:54,0.55,13814,Germany,13.2
4993,561194,21212,PACK OF 72 RETROSPOT CAKE CASES,24,25-07-2011 13:54,0.55,13814,Germany,13.2
